note, length, volume
0, 0.28, 81
58, 1.2, 81
62, 1.4, 99
65, 1.4, 109
63, 1.0, 58
0, 1.3, 18
67, 1.6, 96
63, 1.7, 97
64, 0.09, 94
65, 1.3, 100
62, 0.98, 51
0, 2.3, 7
58, 1.5, 83
62, 1.6, 101
63, 1.4, 89
60, 0.98, 48
0, 1.2, 15
57, 1.7, 89
53, 1.8, 90
60, 1.9, 61
53, 0.7, 43
0, 2.0, 12
62, 1.1, 63
0, 0.65, 29
55, 0.6, 71
64, 0.05, 113
63, 0.05, 111
64, 1.2, 69
0, 1.5, 18
65, 0.7, 113
67, 0.51, 102
69, 0.33, 97
67, 0.51, 101
65, 1.3, 105
63, 0.93, 91
62, 0.88, 53
0, 1.3, 19
53, 0.74, 99
63, 0.05, 109
62, 0.05, 107
63, 0.14, 101
62, 0.19, 100
63, 0.88, 76
60, 0.98, 41
0, 0.98, 29
62, 0.74, 97
58, 0.46, 72
60, 0.46, 73
55, 0.79, 76
58, 0.88, 43
0, 1.3, 16
58, 0.7, 85
60, 0.74, 65
57, 0.51, 91
64, 0.93, 105
65, 0.88, 53
0, 0.79, 36
61, 0.09, 112
62, 0.65, 89
55, 0.46, 80
64, 0.79, 109
65, 0.98, 55
0, 0.84, 32
60, 1.0, 82
65, 0.56, 112
64, 0.65, 102
67, 0.74, 93
68, 0.37, 80
69, 0.33, 84
65, 0.93, 61
0, 1.2, 17
67, 0.51, 109
65, 0.46, 113
63, 0.23, 110
62, 0.37, 97
60, 0.46, 77
58, 0.46, 81
56, 0.79, 66
55, 0.28, 0
0, 1.0, 26
63, 0.74, 107
68, 0.65, 100
62, 0.84, 102
60, 0.56, 74
58, 0.79, 42
0, 1.1, 24
69, 1.7, 77
0, 0.98, 25
52, 0.51, 91
53, 0.46, 83
55, 0.33, 86
57, 0.42, 84
58, 0.37, 84
60, 0.46, 93
62, 0.46, 103
64, 0.46, 108
65, 0.51, 103
67, 0.05, 97
66, 0.05, 95
67, 0.46, 95
68, 0.42, 81
69, 0.65, 21
0, 2.1, 10
55, 0.33, 88
52, 0.33, 88
58, 0.28, 88
53, 0.33, 77
60, 0.33, 75
55, 0.09, 109
62, 0.42, 107
64, 0.33, 89
60, 0.28, 103
62, 0.33, 108
64, 0.37, 114
65, 0.37, 104
67, 0.56, 101
68, 0.09, 95
69, 0.09, 88
68, 0.19, 83
69, 0.65, 29
0, 1.0, 26
62, 1.3, 73
0, 0.46, 61
53, 0.33, 99
54, 0.84, 50
0, 0.46, 44
64, 0.33, 113
62, 0.14, 93
60, 0.37, 84
58, 0.56, 49
0, 0.05, 126
66, 1.5, 84
0, 0.7, 32
53, 0.56, 92
60, 0.46, 96
64, 0.56, 102
69, 0.79, 47
0, 0.88, 30
53, 0.51, 96
58, 0.6, 84
64, 0.74, 100
69, 0.74, 88
67, 0.84, 98
65, 1.2, 66
0, 1.9, 15
65, 0.74, 114
63, 0.65, 111
66, 0.33, 110
67, 0.42, 109
66, 0.32, 117
65, 1.3, 63
0, 0.65, 37
64, 0.33, 114
62, 0.42, 113
60, 0.09, 110
61, 0.51, 109
64, 0.37, 119
65, 0.33, 115
64, 0.42, 106
63, 0.98, 61
0, 0.98, 24
65, 0.42, 117
63, 0.33, 114
62, 1.2, 110
65, 0.46, 113
63, 0.33, 100
61, 0.33, 96
60, 1.4, 84
63, 0.46, 105
62, 1.1, 96
58, 0.79, 42
0, 0.84, 27
60, 0.56, 87
57, 0.6, 90
58, 0.56, 92
62, 0.6, 111
65, 1.4, 82
0, 1.6, 16
68, 0.42, 121
67, 0.32, 118
65, 0.33, 115
63, 0.28, 110
62, 0.42, 98
60, 0.33, 88
59, 0.37, 92
57, 0.42, 91
56, 0.46, 88
64, 0.6, 102
61, 0.56, 84
56, 0.6, 84
55, 0.37, 89
63, 0.6, 91
60, 0.56, 24
0, 0.93, 24
55, 0.42, 88
54, 0.32, 94
57, 0.37, 92
61, 0.37, 108
64, 0.46, 107
68, 0.46, 100
66, 0.7, 109
63, 0.84, 89
58, 0.93, 48
0, 1.1, 20
65, 2.9, 101
