note, volume, length
0, 0
0, 0
0, 0
48, 117
48, 0
48, 127
49, 127
48, 127
48, 0
49, 127
49, 127
49, 127
50, 127
50, 127
49, 127
49, 0
49, 127
50, 127
50, 0
50, 127
50, 127
50, 127
50, 127
49, 127
49, 127
50, 127
50, 0
51, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
52, 127
53, 127
54, 127
54, 0
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
53, 127
54, 127
54, 0
54, 127
53, 127
53, 127
53, 127
54, 127
53, 127
53, 127
53, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
53, 127
53, 127
53, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
54, 127
56, 127
57, 127
56, 127
56, 0
56, 127
56, 127
56, 127
57, 127
56, 127
57, 127
57, 0
56, 127
56, 127
57, 127
57, 0
57, 127
56, 127
56, 0
56, 127
56, 127
57, 127
57, 0
57, 127
57, 127
57, 127
56, 127
56, 127
56, 127
56, 127
57, 127
57, 126
57, 126
57, 126
56, 125
56, 125
56, 125
57, 123
58, 98
57, 88
57, 81
57, 81
57, 75
57, 65
57, 65
58, 55
107, 30
57, 0
57, 0
108, 57
110, 35
110, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 1
0, 6
0, 8
0, 8
0, 9
0, 10
0, 10
0, 11
0, 12
0, 13
0, 13
0, 13
0, 13
0, 12
0, 12
0, 11
0, 11
0, 11
0, 11
0, 15
0, 15
0, 19
47, 23
47, 126
47, 126
48, 126
49, 127
49, 127
49, 127
49, 127
48, 127
48, 0
48, 126
49, 125
49, 123
49, 123
49, 123
49, 124
49, 124
49, 124
49, 124
49, 124
49, 124
49, 124
49, 125
49, 125
49, 125
49, 125
49, 125
49, 125
49, 125
50, 125
50, 0
49, 127
49, 127
49, 127
50, 126
49, 125
49, 0
49, 125
50, 125
50, 0
51, 126
51, 127
52, 127
52, 0
52, 127
52, 127
52, 127
51, 127
51, 127
52, 127
52, 0
52, 127
52, 127
52, 127
52, 127
51, 126
52, 123
53, 122
53, 0
53, 122
53, 123
53, 123
53, 124
53, 124
53, 125
53, 125
54, 125
53, 127
53, 0
53, 127
54, 127
54, 127
54, 127
53, 127
53, 127
53, 127
53, 126
53, 126
53, 126
54, 126
53, 127
53, 126
53, 126
53, 126
53, 126
53, 126
53, 126
53, 126
53, 126
